STATTE,,,,
,,,,,,,,,
,SO2,NO2,PM10,O3
23/07/2011 22.00,"2,88","9,69","20,90","38,21"
23/07/2011 23.00,"3,01","9,97","20,90","48,64"
24/07/2011 0.00,"2,92","12,95","20,90","51,87"
24/07/2011 1.00,"2,85","6,89","11,40","60,07"
24/07/2011 2.00,"2,82","6,04","11,40","65,96"
24/07/2011 3.00,"2,99","4,03","11,40","74,73"
24/07/2011 4.00,"2,85","3,37","11,40","71,57"
24/07/2011 5.00,"2,74","3,10","11,40","84,80"
24/07/2011 6.00,"2,81","3,40","11,40","84,22"
24/07/2011 7.00,"2,81","6,34","11,40","57,89"
24/07/2011 8.00,"2,95","4,63","11,40",
24/07/2011 9.00,"3,31","2,86","11,40","96,00"
24/07/2011 10.00,"3,33","2,91","11,40","97,75"
24/07/2011 11.00,"3,04","2,40","11,40",
24/07/2011 12.00,"3,03","2,36","11,40","106,72"
24/07/2011 13.00,"3,16","2,50","11,40","108,45"
24/07/2011 14.00,"3,33","2,79","11,40","110,89"
24/07/2011 15.00,"3,12","2,52","11,40","111,89"
24/07/2011 16.00,"3,14","2,62","11,40","104,49"
24/07/2011 17.00,"3,02","2,16","11,40","91,56"
24/07/2011 18.00,"3,21","2,55","11,40","100,36"
24/07/2011 19.00,"3,07","3,31","11,40","97,81"
24/07/2011 20.00,"3,12","3,77","11,40","92,23"
24/07/2011 21.00,"3,02","5,73","11,40","89,68"
24/07/2011 22.00,"2,91","3,96","11,40","90,90"
24/07/2011 23.00,"2,97","2,86","11,40","101,25"
25/07/2011 0.00,"2,96","5,55","11,40","94,02"
25/07/2011 1.00,,"3,22","14,60","96,80"
25/07/2011 2.00,"3,12",,"14,60","95,24"
25/07/2011 3.00,"3,14","1,55","14,60","92,48"
25/07/2011 4.00,"2,90","1,58","14,60","95,26"
25/07/2011 5.00,"3,16","2,27","14,60","98,14"
25/07/2011 6.00,"3,20","2,00","14,60","100,52"
25/07/2011 7.00,"3,13","2,09","14,60","102,01"
25/07/2011 8.00,"3,34","2,61","14,60","103,43"
25/07/2011 9.00,"3,26","2,68","14,60","91,93"
25/07/2011 10.00,"3,24","3,55","14,60","102,97"
25/07/2011 11.00,"3,33","2,27","14,60","101,00"
25/07/2011 12.00,"3,22","3,47","14,60","108,43"
25/07/2011 13.00,"3,57","2,40","14,60","110,61"
25/07/2011 14.00,"3,72","3,33","14,60","110,14"
25/07/2011 15.00,"3,76","8,83","14,60","105,79"
25/07/2011 16.00,"3,75","20,14","14,60","88,27"
25/07/2011 17.00,"3,75","19,55","14,60","79,64"
25/07/2011 18.00,"3,66","11,75","14,60","82,56"
25/07/2011 19.00,"3,64","7,83","14,60","91,61"
25/07/2011 20.00,"3,46","5,20","14,60","96,51"
25/07/2011 21.00,"3,38","4,38","14,60","101,10"
25/07/2011 22.00,"3,59","4,23","14,60","93,96"
25/07/2011 23.00,"3,55","4,45","14,60","87,17"
26/07/2011 0.00,"3,29","3,60","14,60","83,62"
26/07/2011 1.00,"3,53","3,61","12,70","77,28"
26/07/2011 2.00,"3,53","4,83","12,70","75,64"
26/07/2011 3.00,"3,39","4,84","12,70","74,47"
26/07/2011 4.00,"3,40","3,65","12,70","80,29"
26/07/2011 5.00,"3,43","3,52","12,70","76,21"
26/07/2011 6.00,"3,52","5,31","12,70","84,66"
26/07/2011 7.00,"3,18","4,34","12,70","77,69"
26/07/2011 8.00,"3,46","10,59","12,70","72,26"
26/07/2011 9.00,"3,38","8,25","12,70","84,16"
26/07/2011 10.00,"3,31","5,14","12,70","104,18"
26/07/2011 11.00,"3,13","4,60","12,70","109,38"
26/07/2011 12.00,"3,02","6,50","12,70","115,45"
26/07/2011 13.00,"2,92","4,35","12,70","118,67"
26/07/2011 14.00,"3,10","5,45","12,70","117,92"
26/07/2011 15.00,"3,52","25,70","12,70","92,49"
26/07/2011 16.00,"3,37","5,12","12,70","111,61"
26/07/2011 17.00,"3,24","3,99","12,70","107,41"
26/07/2011 18.00,"3,30","4,96","12,70","105,79"
26/07/2011 19.00,"3,48","9,67","12,70","103,04"
26/07/2011 20.00,"3,49","9,61","12,70","90,29"
26/07/2011 21.00,"3,36","7,66","12,70","91,78"
26/07/2011 22.00,"3,41","11,20","12,70","79,33"
26/07/2011 23.00,"3,31","9,65","12,70","87,18"
27/07/2011 0.00,"3,34","10,52","12,70","75,12"
27/07/2011 1.00,,"8,10","20,40","79,85"
27/07/2011 2.00,"3,47",,"20,40","86,21"
27/07/2011 3.00,"3,31","3,45","20,40","74,99"
27/07/2011 4.00,"3,22","3,48","20,40","68,76"
27/07/2011 5.00,"3,26","9,88","20,40","52,99"
27/07/2011 6.00,"3,17","12,42","20,40","58,73"
27/07/2011 7.00,"3,11","14,37","20,40","52,64"
27/07/2011 8.00,"3,16","6,30","20,40","85,96"
27/07/2011 9.00,"3,21","3,04","20,40","93,92"
27/07/2011 10.00,"3,08","7,95","20,40","101,11"
27/07/2011 11.00,"3,11","12,01","20,40","100,82"
27/07/2011 12.00,"3,09","9,15","20,40","106,95"
27/07/2011 13.00,"3,15","9,38","20,40","106,09"
27/07/2011 14.00,"3,14","12,48","20,40","101,49"
27/07/2011 15.00,"3,29","12,66","20,40","98,70"
27/07/2011 16.00,"3,73","27,50","20,40","84,55"
27/07/2011 17.00,"3,71","20,97","20,40","83,70"
27/07/2011 18.00,"3,41","26,50","20,40","63,89"
27/07/2011 19.00,"3,37","11,05","20,40","75,39"
27/07/2011 20.00,"3,10","7,94","20,40","75,81"
27/07/2011 21.00,"3,27","6,84","20,40","69,14"
27/07/2011 22.00,"3,16","4,78","20,40","66,40"
27/07/2011 23.00,"3,22","3,86","20,40","67,92"
28/07/2011 0.00,"3,15","3,71","20,40","72,08"
28/07/2011 1.00,"3,52","2,68","19,70","73,37"
28/07/2011 2.00,"3,15","2,00","19,70","71,57"
28/07/2011 3.00,"3,25","1,97","19,70","69,49"
28/07/2011 4.00,"3,16","2,22","19,70","70,05"
28/07/2011 5.00,"3,09","2,49","19,70","61,61"
28/07/2011 6.00,"3,02","10,19","19,70","50,01"
28/07/2011 7.00,"3,08","11,35","19,70","46,60"
28/07/2011 8.00,"2,78","4,82","19,70","65,73"
28/07/2011 9.00,"2,90","20,92","19,70","58,66"
28/07/2011 10.00,"2,85","27,40","19,70","57,38"
28/07/2011 11.00,"2,98","10,86","19,70","74,13"
28/07/2011 12.00,"3,02","4,64","19,70","81,77"
28/07/2011 13.00,"2,99","7,10","19,70","88,58"
28/07/2011 14.00,"3,22","23,39","19,70","82,71"
28/07/2011 15.00,"3,71","18,82","19,70","81,39"
28/07/2011 16.00,"3,23","11,19","19,70","71,57"
28/07/2011 17.00,"3,04","4,33","19,70","78,41"
28/07/2011 18.00,"3,26","7,13","19,70","89,13"
28/07/2011 19.00,"3,18","10,66","19,70","77,02"
28/07/2011 20.00,"3,06","8,87","19,70","65,49"
28/07/2011 21.00,"3,09","8,26","19,70","73,92"
28/07/2011 22.00,"3,01","12,01","19,70","62,63"
28/07/2011 23.00,"3,03","10,79","19,70","54,03"
29/07/2011 0.00,"3,08","13,65","19,70","47,84"
29/07/2011 1.00,,"10,30","8,60","50,35"
29/07/2011 2.00,"3,12",,"8,60","44,96"
29/07/2011 3.00,"3,00","5,69","8,60","53,07"
29/07/2011 4.00,"2,99","3,55","8,60","57,87"
29/07/2011 5.00,"3,13","3,78","8,60","65,18"
29/07/2011 6.00,"3,04","8,93","8,60","49,03"
29/07/2011 7.00,"2,99","7,43","8,60","52,58"
29/07/2011 8.00,"3,04","4,42","8,60","64,22"
29/07/2011 9.00,"3,11","3,45","8,60","69,19"
29/07/2011 10.00,"3,00","2,49","8,60","78,59"
29/07/2011 11.00,"3,04","2,55","8,60","132,26"
29/07/2011 12.00,"3,13","2,76","8,60","87,98"
29/07/2011 13.00,"3,05","2,02","8,60","88,15"
29/07/2011 14.00,"3,13","4,94","8,60","99,50"
29/07/2011 15.00,"3,44","4,80","8,60","96,11"
29/07/2011 16.00,"3,26","2,21","8,60","112,61"
29/07/2011 17.00,"3,03","2,92","8,60","113,92"
29/07/2011 18.00,"3,18","3,84","8,60","110,97"
29/07/2011 19.00,"3,43","4,30","8,60","106,94"
29/07/2011 20.00,"3,25","3,89","8,60","105,97"
29/07/2011 21.00,"3,06","3,55","8,60","92,58"
29/07/2011 22.00,"3,16","4,86","8,60","78,65"
29/07/2011 23.00,"3,17","9,05","8,60","65,68"
30/07/2011 0.00,"3,16","6,56","8,60","57,59"
30/07/2011 1.00,"3,11","4,01","9,50","63,98"
30/07/2011 2.00,"3,26","5,21","9,50","60,94"
30/07/2011 3.00,"3,30","4,15","9,50","65,85"
30/07/2011 4.00,"3,25","2,52","9,50","73,09"
30/07/2011 5.00,"3,27","2,73","9,50","88,04"
30/07/2011 6.00,"3,17","5,74","9,50","69,93"
30/07/2011 7.00,"3,01","10,65","9,50","61,62"
30/07/2011 8.00,"3,22","6,89","9,50","78,94"
30/07/2011 9.00,"3,11","2,48","9,50","100,56"
30/07/2011 10.00,"3,15","2,28","9,50","104,52"
30/07/2011 11.00,"3,31","2,26","9,50","108,24"
30/07/2011 12.00,"3,22","2,46","9,50","112,54"
30/07/2011 13.00,"3,27","2,27","9,50","117,46"
30/07/2011 14.00,"3,34","2,22","9,50","121,20"
30/07/2011 15.00,"3,33","2,20","9,50","120,94"
30/07/2011 16.00,"3,34","2,42","9,50","125,14"
30/07/2011 17.00,"3,15","2,34","9,50","121,29"
30/07/2011 18.00,"3,31","2,72","9,50","108,73"
30/07/2011 19.00,"3,38","4,09","9,50","102,80"
30/07/2011 20.00,"3,20","6,60","9,50","106,56"
30/07/2011 21.00,"3,35","9,53","9,50","98,27"
30/07/2011 22.00,"3,43","8,97","9,50","88,07"
30/07/2011 23.00,"3,29","9,63","9,50","82,28"
31/07/2011 0.00,"3,33","9,14","9,50","80,01"
31/07/2011 1.00,,"20,72","13,10","66,54"
31/07/2011 2.00,"3,44",,"13,10","50,13"
31/07/2011 3.00,"3,54","15,70","13,10","57,67"
31/07/2011 4.00,"3,53","4,41","13,10","74,11"
31/07/2011 5.00,"3,45","3,23","13,10","77,26"
31/07/2011 6.00,"3,45","4,58","13,10","75,38"
31/07/2011 7.00,"3,41","6,80","13,10","67,27"
31/07/2011 8.00,"3,73","6,06","13,10","92,32"
31/07/2011 9.00,"3,29","4,03","13,10","93,70"
31/07/2011 10.00,"3,49","6,08","13,10","98,05"
31/07/2011 11.00,"3,40","8,46","13,10","107,68"
31/07/2011 12.00,"3,62","11,96","13,10","107,15"
31/07/2011 13.00,"3,72","10,21","13,10","114,40"
31/07/2011 14.00,"3,76","4,67","13,10","115,74"
31/07/2011 15.00,"3,54","3,25","13,10","119,03"
31/07/2011 16.00,"3,68","2,22","13,10","116,66"
31/07/2011 17.00,"3,57","3,62","13,10","99,19"
31/07/2011 18.00,"3,53","3,25","13,10","95,36"
31/07/2011 19.00,"3,46","5,27","13,10","103,91"
31/07/2011 20.00,"3,40","7,18","13,10","84,73"
31/07/2011 21.00,"3,29","10,47","13,10","75,66"
31/07/2011 22.00,"3,25","8,87","13,10","79,56"
31/07/2011 23.00,"3,22","9,40","13,10","88,98"
01/08/2011 0.00,"3,28","7,00","13,10","95,52"
01/08/2011 1.00,"3,45","5,55","14,30",
01/08/2011 2.00,"3,53","4,85","14,30",
01/08/2011 3.00,"3,35","3,66","14,30","97,98"
01/08/2011 4.00,"3,21","4,01","14,30","88,96"
01/08/2011 5.00,"3,38","3,93","14,30","75,38"
01/08/2011 6.00,"3,46","7,54","14,30","79,58"
01/08/2011 7.00,"3,20","4,42","14,30","85,96"
01/08/2011 8.00,"3,25","7,46","14,30","76,09"
01/08/2011 9.00,"3,21","3,35","14,30","99,13"
01/08/2011 10.00,"3,20","3,10","14,30","104,16"
01/08/2011 11.00,"3,36","9,26","14,30","112,55"
01/08/2011 12.00,"3,21","10,39","14,30","127,09"
01/08/2011 13.00,"3,55","6,01","14,30","134,41"
01/08/2011 14.00,"3,60","8,38","14,30","140,70"
01/08/2011 15.00,"9,43","17,41","14,30",
01/08/2011 16.00,"3,46","5,06","14,30","124,30"
01/08/2011 17.00,"3,56","5,55","14,30","122,92"
01/08/2011 18.00,"3,72","4,28","14,30","124,40"
01/08/2011 19.00,"3,53","6,01","14,30","116,46"
01/08/2011 20.00,"3,59","11,18","14,30","108,12"
01/08/2011 21.00,"3,44","10,07","14,30","103,94"
01/08/2011 22.00,"3,53","9,25","14,30","94,96"
01/08/2011 23.00,"3,50","7,84","14,30","87,75"
02/08/2011 0.00,"3,47","5,82","14,30","77,81"
02/08/2011 1.00,,"4,11","13,30","91,45"
02/08/2011 2.00,"3,40",,"13,30","107,66"
02/08/2011 3.00,"3,49","2,39","13,30","101,67"
02/08/2011 4.00,"3,48","2,12","13,30","94,48"
02/08/2011 5.00,"3,42","2,01","13,30","90,12"
02/08/2011 6.00,"3,43","3,39","13,30","73,06"
02/08/2011 7.00,"3,31","4,22","13,30","96,01"
02/08/2011 8.00,"3,38","3,59","13,30","100,52"
02/08/2011 9.00,"3,25","3,33","13,30","96,10"
02/08/2011 10.00,"3,21","2,49","13,30","106,89"
02/08/2011 11.00,"3,31","2,64","13,30","110,49"
02/08/2011 12.00,"3,31","3,27","13,30","110,06"
02/08/2011 13.00,"3,34","2,72","13,30","111,86"
02/08/2011 14.00,"2,55","2,50","13,30","106,50"
02/08/2011 15.00,"2,42","2,42","13,30","107,90"
02/08/2011 16.00,"2,49","2,48","13,30","105,43"
02/08/2011 17.00,"2,48","2,71","13,30","108,62"
02/08/2011 18.00,"2,45","2,74","13,30","103,08"
02/08/2011 19.00,"2,53","3,70","13,30","98,20"
02/08/2011 20.00,"2,54","4,53","13,30","96,62"
02/08/2011 21.00,"2,26","4,61","13,30","93,13"
02/08/2011 22.00,"2,39","3,89","13,30","86,93"
02/08/2011 23.00,"2,35","4,15","13,30","81,41"
03/08/2011 0.00,"2,49","4,41","13,30","72,98"
03/08/2011 1.00,"2,10","5,53","10,90","65,37"
03/08/2011 2.00,"2,48","4,75","10,90","70,05"
03/08/2011 3.00,"2,36","4,12","10,90","76,19"
03/08/2011 4.00,"2,59","2,95","10,90","90,45"
03/08/2011 5.00,"2,42","3,00","10,90","90,73"
03/08/2011 6.00,"2,46","3,21","10,90","89,84"
03/08/2011 7.00,"2,31","3,16","10,90","90,15"
03/08/2011 8.00,"2,44","3,64","10,90","86,90"
03/08/2011 9.00,"2,43","3,94","10,90","88,04"
03/08/2011 10.00,"2,42","3,24","10,90","86,85"
03/08/2011 11.00,"2,68","3,86","10,90","94,81"
03/08/2011 12.00,"2,81","2,73","10,90","94,08"
03/08/2011 13.00,"2,62","2,68","10,90","97,79"
03/08/2011 14.00,"2,51","2,56","10,90","102,07"
03/08/2011 15.00,"2,51","2,32","10,90","113,88"
03/08/2011 16.00,"2,60","2,40","10,90","112,44"
03/08/2011 17.00,"2,69","2,70","10,90","114,46"
03/08/2011 18.00,"2,57","3,72","10,90","113,05"
03/08/2011 19.00,"2,44","5,50","10,90","104,25"
03/08/2011 20.00,"2,56","9,09","10,90","90,41"
03/08/2011 21.00,"2,74","7,41","10,90","80,45"
03/08/2011 22.00,"2,76","5,52","10,90","75,87"
03/08/2011 23.00,"2,76","9,92","10,90","73,15"
04/08/2011 0.00,"2,55","11,02","10,90","68,24"
04/08/2011 1.00,,"4,84","22,90","85,08"
04/08/2011 2.00,"2,62",,"22,90","90,44"
04/08/2011 3.00,"2,91","4,32","22,90","95,38"
04/08/2011 4.00,"2,71","6,23","22,90","86,39"
04/08/2011 5.00,"2,59","7,67","22,90","79,59"
04/08/2011 6.00,"2,62","11,17","22,90","77,39"
04/08/2011 7.00,"2,51","22,28","22,90","67,71"
04/08/2011 8.00,"2,55","28,38","22,90","57,46"
04/08/2011 9.00,"2,61","21,34","22,90","64,51"
04/08/2011 10.00,"2,65","11,33","22,90","107,00"
04/08/2011 11.00,"2,43","11,60","22,90","125,72"
04/08/2011 12.00,"2,56","12,95","22,90","134,19"
04/08/2011 13.00,"3,51","33,45","22,90","125,56"
04/08/2011 14.00,"6,99","19,93","22,90","137,43"
04/08/2011 15.00,"15,00","22,50","22,90","141,33"
04/08/2011 16.00,"12,06","40,88","22,90","109,65"
04/08/2011 17.00,"8,54","25,59","22,90","117,62"
04/08/2011 18.00,"5,55","8,40","22,90","129,98"
04/08/2011 19.00,"4,05","9,10","22,90","118,83"
04/08/2011 20.00,"3,56","10,61","22,90","110,22"
04/08/2011 21.00,"3,08","15,98","22,90","83,95"
04/08/2011 22.00,"2,99","19,62","22,90","87,55"
04/08/2011 23.00,"2,77","17,77","22,90","84,51"
05/08/2011 0.00,"2,85","13,79","22,90","81,91"
05/08/2011 1.00,"2,83","15,87","22,10","81,63"
05/08/2011 2.00,"2,56","9,38","22,10","85,81"
05/08/2011 3.00,"2,70","9,39","22,10","83,50"
05/08/2011 4.00,"2,55","7,49","22,10","85,56"
05/08/2011 5.00,"2,38","6,73","22,10","86,04"
05/08/2011 6.00,"2,51","9,53","22,10","78,05"
05/08/2011 7.00,"2,48","9,73","22,10","82,85"
05/08/2011 8.00,"2,55","6,82","22,10","89,03"
05/08/2011 9.00,"2,52","15,21","22,10","93,90"
05/08/2011 10.00,"2,60","34,07","22,10","96,83"
05/08/2011 11.00,"2,92","12,88","22,10","123,31"
05/08/2011 12.00,"3,14","8,12","22,10","131,05"
05/08/2011 13.00,"5,01","9,63","22,10",
05/08/2011 14.00,"3,03","8,55","22,10","124,75"
05/08/2011 15.00,"2,73","6,75","22,10","114,49"
05/08/2011 16.00,"2,94","13,57","22,10","123,10"
05/08/2011 17.00,"3,67","11,44","22,10","140,70"
05/08/2011 18.00,"3,60","15,73","22,10","118,18"
05/08/2011 19.00,"3,32","7,75","22,10","103,65"
05/08/2011 20.00,"3,22","12,34","22,10","97,94"
05/08/2011 21.00,"2,91","10,85","22,10","91,46"
05/08/2011 22.00,"2,77","9,36","22,10","78,24"
05/08/2011 23.00,"2,73","8,59","22,10","81,42"
06/08/2011 0.00,"2,62","8,56","22,10","85,39"
06/08/2011 1.00,,"6,95","25,80","90,52"
06/08/2011 2.00,"2,44",,"25,80","85,08"
06/08/2011 3.00,"2,52","7,13","25,80","85,51"
06/08/2011 4.00,"2,54","6,08","25,80","82,09"
06/08/2011 5.00,"2,60","6,07","25,80","73,63"
06/08/2011 6.00,"2,52","11,29","25,80","77,37"
06/08/2011 7.00,"2,56","9,56","25,80","76,19"
06/08/2011 8.00,"2,47","4,40","25,80","84,04"
06/08/2011 9.00,"2,52","20,29","25,80","89,09"
06/08/2011 10.00,"2,68","26,71","25,80","81,75"
06/08/2011 11.00,"2,80","19,71","25,80","93,67"
06/08/2011 12.00,"2,92","10,62","25,80","103,51"
06/08/2011 13.00,"3,23","10,70","25,80","112,43"
06/08/2011 14.00,"3,36","7,64","25,80","127,45"
06/08/2011 15.00,"3,26","4,63","25,80","132,32"
06/08/2011 16.00,"2,96","5,74","25,80","135,86"
06/08/2011 17.00,"3,10","10,00","25,80","129,71"
06/08/2011 18.00,"6,03","20,68","25,80","112,98"
06/08/2011 19.00,"4,74","4,99","25,80","120,61"
06/08/2011 20.00,"3,57","5,84","25,80","111,41"
06/08/2011 21.00,"3,08","7,87","25,80","96,77"
06/08/2011 22.00,"2,82","17,04","25,80","87,41"
06/08/2011 23.00,"2,91","20,88","25,80","75,37"
07/08/2011 0.00,"3,01","23,90","25,80","64,63"
07/08/2011 1.00,"2,82","27,70","24,40","55,50"
07/08/2011 2.00,"2,89","23,74","24,40","55,16"
07/08/2011 3.00,"2,86","16,72","24,40","51,08"
07/08/2011 4.00,"2,89","13,90","24,40","56,18"
07/08/2011 5.00,"2,75","17,19","24,40","50,40"
07/08/2011 6.00,"4,85","3,06","24,40",
07/08/2011 7.00,"3,51","1,75","24,40",
07/08/2011 8.00,"3,36","6,25","24,40","74,76"
07/08/2011 9.00,"2,58","5,62","24,40","75,86"
07/08/2011 10.00,"2,65","13,24","24,40","83,82"
07/08/2011 11.00,"2,82","17,94","24,40","95,26"
07/08/2011 12.00,"3,07","17,47","24,40","102,99"
07/08/2011 13.00,"3,74","19,03","24,40","102,67"
07/08/2011 14.00,"3,81","37,95","24,40","86,10"
07/08/2011 15.00,"4,15","7,30","24,40","111,80"
07/08/2011 16.00,"3,79","7,37","24,40","106,86"
07/08/2011 17.00,"3,51","7,94","24,40","98,87"
07/08/2011 18.00,"3,33","8,45","24,40","99,14"
07/08/2011 19.00,"3,09","8,40","24,40","80,49"
07/08/2011 20.00,"2,94","7,90","24,40",
07/08/2011 21.00,"2,87","8,75","24,40","52,85"
07/08/2011 22.00,"3,02","6,11","24,40","51,11"
07/08/2011 23.00,"2,97","4,35","24,40","50,04"
08/08/2011 0.00,"2,89","4,23","24,40","51,46"
08/08/2011 1.00,,"4,85","30,50",
08/08/2011 2.00,,,"30,50","48,54"
08/08/2011 3.00,,,"30,50","49,91"
08/08/2011 4.00,,,"30,50","46,23"
08/08/2011 5.00,,,"30,50","44,41"
08/08/2011 6.00,,,"30,50","34,04"
08/08/2011 7.00,,,"30,50","38,10"
08/08/2011 8.00,,,"30,50","42,21"
08/08/2011 9.00,,,"30,50",
08/08/2011 10.00,,,"30,50",
08/08/2011 11.00,,,"30,50","65,95"
08/08/2011 12.00,,,"30,50","75,25"
08/08/2011 13.00,,,"30,50","89,39"
08/08/2011 14.00,,,"30,50","87,44"
08/08/2011 15.00,,,"30,50","86,50"
08/08/2011 16.00,,,"30,50","107,69"
08/08/2011 17.00,,,"30,50","103,09"
08/08/2011 18.00,,,"30,50","80,84"
08/08/2011 19.00,,,"30,50","75,67"
08/08/2011 20.00,,,"30,50","54,91"
08/08/2011 21.00,,,"30,50","50,57"
08/08/2011 22.00,,,"30,50","47,92"
08/08/2011 23.00,,,"30,50","37,28"
09/08/2011 0.00,,,"30,50","31,19"
09/08/2011 1.00,,,"25,10","30,20"
09/08/2011 2.00,,,"25,10","63,16"
09/08/2011 3.00,,,"25,10","72,60"
09/08/2011 4.00,,,"25,10","64,74"
09/08/2011 5.00,,,"25,10","64,25"
09/08/2011 6.00,,,"25,10","52,62"
09/08/2011 7.00,,,"25,10","40,17"
09/08/2011 8.00,,,"25,10","49,73"
09/08/2011 9.00,,,"25,10","51,43"
09/08/2011 10.00,,,"25,10","70,76"
09/08/2011 11.00,,,"25,10","84,25"
09/08/2011 12.00,,,"25,10","95,92"
09/08/2011 13.00,,,"25,10","104,46"
09/08/2011 14.00,,,"25,10","108,61"
09/08/2011 15.00,,,"25,10","95,48"
09/08/2011 16.00,,,"25,10","97,51"
09/08/2011 17.00,,,"25,10","93,67"
09/08/2011 18.00,,,"25,10","87,32"
09/08/2011 19.00,,,"25,10","72,44"
09/08/2011 20.00,,,"25,10","85,94"
09/08/2011 21.00,,,"25,10","74,28"
09/08/2011 22.00,,,"25,10","81,55"
09/08/2011 23.00,,,"25,10","90,53"
10/08/2011 0.00,,,"25,10","88,27"
10/08/2011 1.00,,,"25,90","85,99"
10/08/2011 2.00,,,"25,90","91,36"
10/08/2011 3.00,,,"25,90","87,36"
10/08/2011 4.00,,,"25,90","80,60"
10/08/2011 5.00,,,"25,90","80,35"
10/08/2011 6.00,,,"25,90","77,43"
10/08/2011 7.00,,,"25,90","76,80"
10/08/2011 8.00,,,"25,90","81,74"
10/08/2011 9.00,"2,75",,"25,90","90,60"
10/08/2011 10.00,"2,86",,"25,90","100,73"
10/08/2011 11.00,"2,92",,"25,90","103,42"
10/08/2011 12.00,"2,89",,"25,90","103,36"
10/08/2011 13.00,"2,90",,"25,90","104,26"
10/08/2011 14.00,"2,69",,"25,90","105,76"
10/08/2011 15.00,"2,91",,"25,90","105,62"
10/08/2011 16.00,"2,89",,"25,90","105,06"
10/08/2011 17.00,"2,94",,"25,90","105,39"
10/08/2011 18.00,"2,83",,"25,90","104,31"
10/08/2011 19.00,"2,85",,"25,90","100,64"
10/08/2011 20.00,"3,05",,"25,90","99,24"
10/08/2011 21.00,"3,08",,"25,90","97,20"
10/08/2011 22.00,"3,01",,"25,90","95,57"
10/08/2011 23.00,"2,99",,"25,90","89,35"
11/08/2011 0.00,"3,08",,"25,90","86,12"
11/08/2011 1.00,"2,85",,"15,70","84,14"
11/08/2011 2.00,"2,77",,"15,70","90,40"
11/08/2011 3.00,"2,75",,"15,70","85,24"
11/08/2011 4.00,"3,02",,"15,70","68,95"
11/08/2011 5.00,"2,89",,"15,70","67,21"
11/08/2011 6.00,"2,91",,"15,70","65,89"
11/08/2011 7.00,"2,91",,"15,70","66,97"
11/08/2011 8.00,"2,61",,"15,70","93,51"
11/08/2011 9.00,"2,88",,"15,70","97,94"
11/08/2011 10.00,"3,01","4,60","15,70","102,16"
11/08/2011 11.00,"3,07","4,54","15,70","102,89"
11/08/2011 12.00,"3,45","4,22","15,70","107,00"
11/08/2011 13.00,"3,37","3,07","15,70","109,17"
11/08/2011 14.00,"3,22","2,59","15,70","105,88"
11/08/2011 15.00,"3,30","1,99","15,70","107,91"
11/08/2011 16.00,"3,30","2,47","15,70","109,44"
11/08/2011 17.00,"3,08","2,90","15,70","111,49"
11/08/2011 18.00,"3,20","3,34","15,70","105,99"
11/08/2011 19.00,"3,37","3,77","15,70","95,67"
11/08/2011 20.00,"3,38","4,20","15,70","93,57"
11/08/2011 21.00,"3,15","3,94","15,70","93,03"
11/08/2011 22.00,"3,22","3,79","15,70","89,19"
11/08/2011 23.00,"3,32","3,93","15,70","94,01"
12/08/2011 0.00,"3,12","2,99","15,70","97,37"
12/08/2011 1.00,"2,94","1,97","12,60","99,36"
12/08/2011 2.00,"2,98",,"12,60","94,54"
12/08/2011 3.00,"2,96","3,02","12,60","98,79"
12/08/2011 4.00,"3,02","2,32","12,60","98,97"
12/08/2011 5.00,"3,04","2,18","12,60","98,58"
12/08/2011 6.00,"3,06","3,62","12,60","98,96"
12/08/2011 7.00,"3,03","4,35","12,60","91,95"
12/08/2011 8.00,"3,14","5,36","12,60","77,02"
12/08/2011 9.00,"3,08","7,05","12,60","81,75"
12/08/2011 10.00,"2,97","7,78","12,60","92,30"
12/08/2011 11.00,"3,10","10,16","12,60","102,44"
12/08/2011 12.00,"3,38","12,60","12,60","107,98"
12/08/2011 13.00,"3,42","10,25","12,60","117,19"
12/08/2011 14.00,"3,53","8,67","12,60","120,00"
12/08/2011 15.00,"4,26","15,84","12,60","122,08"
12/08/2011 16.00,"10,79","29,49","12,60","114,01"
12/08/2011 17.00,"9,41","24,49","12,60","105,44"
12/08/2011 18.00,"5,23","25,53","12,60","92,54"
12/08/2011 19.00,"3,67","16,77","12,60","90,07"
12/08/2011 20.00,"2,99","10,34","12,60","78,84"
12/08/2011 21.00,"3,07","15,91","12,60","72,52"
12/08/2011 22.00,"3,02","11,29","12,60","87,52"
12/08/2011 23.00,"3,02","9,88","12,60","93,61"
13/08/2011 0.00,"2,93","7,96","12,60","97,89"
13/08/2011 1.00,"2,79","5,42","18,20","103,07"
13/08/2011 2.00,"2,98","4,78","18,20","101,34"
13/08/2011 3.00,"3,03","2,62","18,20","106,07"
13/08/2011 4.00,"2,91","3,72","18,20","115,46"
13/08/2011 5.00,"2,95","4,17","18,20","126,66"
13/08/2011 6.00,"2,93","5,43","18,20","131,93"
13/08/2011 7.00,"3,00","6,96","18,20","122,24"
13/08/2011 8.00,"2,89","11,71","18,20","101,44"
13/08/2011 9.00,"2,95","15,86","18,20","102,88"
13/08/2011 10.00,"3,05","11,50","18,20","105,71"
13/08/2011 11.00,"3,21","16,95","18,20","121,60"
13/08/2011 12.00,"3,50","13,62","18,20","137,63"
13/08/2011 13.00,"3,31","10,83","18,20","148,95"
13/08/2011 14.00,"3,67","8,73","18,20","153,61"
