Stat,MARTINA FRANCA,,,,
13/08/2014 0.00,"54,7","51,1",,"37,8","4,4"
13/08/2014 1.00,"46,3","44,1",,"37,7",
13/08/2014 2.00,"38,9","37,2",,"36,5","5,4"
13/08/2014 3.00,"27,7","26,6",,"38,3",
13/08/2014 4.00,"34,5","25,4",,"36,6","10,7"
13/08/2014 5.00,"159,1","57,2",,"13,0",
13/08/2014 6.00,"244,6","73,2",,"2,9","11,2"
13/08/2014 7.00,"143,5","70,4",,"12,9",
13/08/2014 8.00,"125,7","72,6",,"34,3","11,7"
13/08/2014 9.00,"33,5","25,6",,"95,6",
13/08/2014 10.00,"34,3","25,6",,"100,5","20,5"
13/08/2014 11.00,"31,6","23,9",,"113,0",
13/08/2014 12.00,"34,2","25,3",,"108,9","12,7"
13/08/2014 13.00,"15,5","12,2",,"113,0",
13/08/2014 14.00,"13,9","9,0",,"100,9","12,2"
13/08/2014 15.00,,,,"88,1",
13/08/2014 16.00,"27,6","19,1","0,5","85,6","6,8"
13/08/2014 17.00,"19,5","13,9","0,6","89,6",
13/08/2014 18.00,"24,1","17,3","0,7","82,1","16,6"
13/08/2014 19.00,"33,4","25,2","0,5","71,4",
13/08/2014 20.00,"31,2","23,6","0,5","68,7","21,0"
13/08/2014 21.00,"12,6","10,7","0,5","86,8",
13/08/2014 22.00,"3,8","3,7","0,5","96,4","36,6"
13/08/2014 23.00,"12,0","10,2","0,6","85,7",
14/08/2014 0.00,"33,5","31,9","1,0","52,9","30,8"
14/08/2014 1.00,"43,5","42,6","1,0","38,7",
14/08/2014 2.00,"70,2","63,2","1,8","24,5","43,0"
14/08/2014 3.00,"12,6","12,0",,"61,0",
14/08/2014 4.00,"13,2","12,4","0,3",,"36,6"
14/08/2014 5.00,"42,7","26,4","0,2","29,4",
14/08/2014 6.00,"47,3","32,6","0,3","20,7","37,6"
14/08/2014 7.00,"33,3","24,8","0,4","35,8",
14/08/2014 8.00,"31,2","24,6","0,4","53,2","34,2"
14/08/2014 9.00,"43,6","32,6","0,5","68,0",
14/08/2014 10.00,"38,5","25,5","0,4","82,8","18,1"
14/08/2014 11.00,"28,4","21,1","0,4","99,2",
14/08/2014 12.00,"70,2","43,6","0,4","84,4","9,8"
14/08/2014 13.00,"27,0","19,3","0,3","95,4",
14/08/2014 14.00,"22,0","15,1","0,2","97,5","17,1"
14/08/2014 15.00,"16,7","13,0","0,2","100,7",
14/08/2014 16.00,"28,3","21,3","0,3","97,2","28,3"
14/08/2014 17.00,"29,2","23,4","0,4","93,7",
14/08/2014 18.00,"38,5","30,4","0,5","86,0","26,4"
14/08/2014 19.00,"51,8","41,4","0,5","70,4",
14/08/2014 20.00,"60,4","47,3","0,6","53,3","30,8"
14/08/2014 21.00,"49,9","40,6","0,4","55,7",
14/08/2014 22.00,"20,6","17,6","0,3","73,9","44,4"
14/08/2014 23.00,"12,9","11,0","0,4","87,1",
15/08/2014 0.00,"9,6","8,1","0,4","89,9","41,5"
15/08/2014 1.00,"8,1","7,4","0,4","86,9",
15/08/2014 2.00,"6,0","5,7","0,3","83,8","26,4"
15/08/2014 3.00,"4,0","3,8","0,3","85,9",
15/08/2014 4.00,"1,9","1,9","0,4","85,9","14,2"
15/08/2014 5.00,"4,6","3,9","0,4","81,5",
15/08/2014 6.00,"5,6","4,7","0,4","80,6","12,7"
15/08/2014 7.00,"5,9","5,4","0,4","78,9",
15/08/2014 8.00,"11,1","9,1","0,3","78,9","11,7"
15/08/2014 9.00,"11,4","8,9","0,3","87,0",
15/08/2014 10.00,"17,1","13,2","0,2","89,6","8,3"
15/08/2014 11.00,"25,0","18,6","0,3","88,9",
15/08/2014 12.00,"22,7","16,8","0,3","92,7","13,2"
15/08/2014 13.00,"15,0","11,3","0,3","98,5",
15/08/2014 14.00,"5,2","4,5","0,3","104,6","18,1"
15/08/2014 15.00,"5,4","4,5","0,3","104,7",
15/08/2014 16.00,"10,9","8,5","0,3","100,0","11,2"
15/08/2014 17.00,"10,6","8,8","0,4","99,1",
15/08/2014 18.00,"7,6","6,7","0,3","101,9","14,2"
15/08/2014 19.00,"12,3","11,2","0,4","89,6",
15/08/2014 20.00,"28,8","22,7","0,5","74,4","10,3"
15/08/2014 21.00,"29,5","24,1","0,4","78,1",
15/08/2014 22.00,"28,6","23,9","0,4","71,4","20,0"
15/08/2014 23.00,"36,2","31,0","0,4","52,8",
16/08/2014 0.00,"27,5","24,0","0,4","57,5","23,9"
16/08/2014 1.00,"11,9","11,4","0,4","66,9",
16/08/2014 2.00,"7,0","6,4","0,4","70,6","31,7"
16/08/2014 3.00,"4,6","4,2",,"73,5",
16/08/2014 4.00,"3,8","3,3","0,1",,"17,1"
16/08/2014 5.00,"14,3","11,0","0,1","67,7",
16/08/2014 6.00,"15,2","13,7","0,1","66,6","11,7"
16/08/2014 7.00,"27,6","22,1","0,1","64,8",
16/08/2014 8.00,"21,3","17,4","0,1","72,9","9,8"
16/08/2014 9.00,"31,0","22,0","0,1","77,3",
16/08/2014 10.00,"55,2","32,5","0,2","73,9","17,6"
16/08/2014 11.00,"33,9","22,5","0,1","88,3",
16/08/2014 12.00,"52,9","33,0","0,1","81,5","10,7"
16/08/2014 13.00,"30,7","22,9","0,1","92,5",
16/08/2014 14.00,"17,2","13,6",,"96,5","13,7"
16/08/2014 15.00,"14,5","11,3","0,1","99,0",
16/08/2014 16.00,"26,6","19,5","0,1","92,1","21,5"
16/08/2014 17.00,"29,1","21,9","0,1","89,3",
16/08/2014 18.00,"54,0","39,8","0,1","76,7","20,0"
16/08/2014 19.00,"88,3","59,2","0,3","55,6",
16/08/2014 20.00,"86,0","61,1","0,3","56,1","19,0"
16/08/2014 21.00,"71,4","52,3","0,3","61,5",
16/08/2014 22.00,"28,8","25,2","0,2","65,3","23,4"
16/08/2014 23.00,"18,8","16,2","0,2","64,1",
17/08/2014 0.00,"14,6","13,0","0,1","69,4","24,4"
17/08/2014 1.00,"20,7","17,4","0,1","68,8",
17/08/2014 2.00,"17,7","15,5","0,1","76,4","25,9"
17/08/2014 3.00,"6,1","6,1","0,1","77,4",
17/08/2014 4.00,"2,9","2,9","0,1","77,8","38,1"
17/08/2014 5.00,"2,6","2,5","0,1","78,3",
17/08/2014 6.00,"2,6","2,4","0,1","82,7","24,4"
17/08/2014 7.00,"4,2","4,0","0,1","82,3",
17/08/2014 8.00,"7,6","6,6","0,1","82,5","28,8"
17/08/2014 9.00,"9,5","8,0","0,1","86,3",
17/08/2014 10.00,"13,8","11,0","0,1","90,8","15,6"
17/08/2014 11.00,"14,1","11,6","0,1","96,8",
17/08/2014 12.00,"19,2","14,5","0,1","96,3","7,8"
17/08/2014 13.00,"13,7","10,9","0,1","100,8",
17/08/2014 14.00,"4,4","4,0","0,1","100,8","3,9"
17/08/2014 15.00,"4,3","4,0","0,1","97,5",
17/08/2014 16.00,"7,3","6,0","0,1","92,3","2,0"
17/08/2014 17.00,"6,1","5,4","0,1","92,4",
17/08/2014 18.00,"10,1","8,6","0,1","88,1","1,0"
17/08/2014 19.00,"16,0","13,2","0,2","83,0",
17/08/2014 20.00,"30,0","23,1","0,2","70,1","9,3"
17/08/2014 21.00,"39,9","30,3","0,2","64,4",
17/08/2014 22.00,"22,1","19,6","0,2","70,4","9,3"
17/08/2014 23.00,"17,7","15,4","0,2","73,1",
18/08/2014 0.00,"16,5","14,8","0,1","69,5","10,7"
18/08/2014 1.00,"15,7","14,6","0,2","68,0",
18/08/2014 2.00,"6,4","6,3","0,1","75,9","13,2"
18/08/2014 3.00,"4,0","4,0",,"75,9",
18/08/2014 4.00,"4,0","3,7","0,2",,"7,8"
18/08/2014 5.00,"17,0","13,9","0,2","66,3",
18/08/2014 6.00,"25,6","20,4","0,3","63,7","5,4"
18/08/2014 7.00,"24,5","19,9","0,2","66,5",
18/08/2014 8.00,"32,9","24,7","0,3","65,0","12,2"
18/08/2014 9.00,"47,5","32,4","0,4","65,0",
18/08/2014 10.00,"43,2","29,6","0,3","74,2","16,6"
18/08/2014 11.00,"44,8","30,7","0,3","79,9",
18/08/2014 12.00,"51,6","33,3","0,3","83,3","8,8"
18/08/2014 13.00,"45,3","29,8","0,2","87,3",
18/08/2014 14.00,"22,3","15,4","0,2","95,0","5,4"
18/08/2014 15.00,"19,9","15,0","0,2","97,6",
18/08/2014 16.00,"27,3","19,0","0,2","90,7","8,8"
18/08/2014 17.00,"32,4","22,5","0,3","88,5",
18/08/2014 18.00,"58,4","38,3","0,3","75,8","7,3"
18/08/2014 19.00,"66,1","45,7","0,3","67,3",
18/08/2014 20.00,"71,9","51,1","0,4","60,7","3,9"
18/08/2014 21.00,"77,1","58,0","0,3","50,3",
18/08/2014 22.00,"51,7","45,5","0,4","32,4","7,3"
18/08/2014 23.00,"44,8","41,0","0,4","26,7",
19/08/2014 0.00,"36,2","33,4","0,4","34,0","13,2"
19/08/2014 1.00,"38,9","33,7","0,3","30,1",
19/08/2014 2.00,"25,1","23,2","0,3","38,0","19,5"
19/08/2014 3.00,"16,2","15,7","0,3","47,6",
19/08/2014 4.00,"23,8","19,7","0,3","40,6","14,6"
19/08/2014 5.00,"396,9","87,4","0,3","5,5",
19/08/2014 6.00,"443,4","98,0","0,5","2,6","11,7"
19/08/2014 7.00,"126,5","69,9","0,5","7,6",
19/08/2014 8.00,"78,4","53,6","0,4","50,9","20,0"
19/08/2014 9.00,"28,0","22,1","0,3","93,3",
19/08/2014 10.00,"25,1","18,2","0,3","101,5","26,4"
19/08/2014 11.00,"25,1","19,5","0,2","108,0",
19/08/2014 12.00,"36,0","24,8","0,2","105,0","19,0"
19/08/2014 13.00,"15,5","11,7","0,2","115,6",
19/08/2014 14.00,"15,9","11,3","0,2","118,5","16,6"
19/08/2014 15.00,"7,8","6,4","0,2","124,0",
19/08/2014 16.00,"12,8","9,8","0,2","123,5","17,1"
19/08/2014 17.00,"10,7","9,0","0,2","125,9",
19/08/2014 18.00,"19,1","14,5","0,3","115,9","13,2"
19/08/2014 19.00,"23,3","16,6","0,3","105,9",
19/08/2014 20.00,"15,7","12,5","0,2","99,7","16,6"
19/08/2014 21.00,"9,8","8,4","0,2","93,2",
19/08/2014 22.00,"5,5","5,2","0,2","97,0","21,5"
19/08/2014 23.00,"3,6","3,5","0,2","96,3",
20/08/2014 0.00,"2,8","2,8","0,3","87,5","41,0"
20/08/2014 1.00,"2,4","2,3","0,2","81,7",
20/08/2014 2.00,"1,2","1,2","0,2","82,0","43,5"
20/08/2014 3.00,"2,1","1,8",,"83,2",
20/08/2014 4.00,"3,6","3,3","0,2",,"43,5"
20/08/2014 5.00,"102,4","54,0","0,2","26,6",
20/08/2014 6.00,"124,6","60,7","0,3","9,2","57,1"
20/08/2014 7.00,"156,7","58,8","0,3","1,4",
20/08/2014 8.00,"95,4","60,4","0,5","28,3","63,0"
20/08/2014 9.00,"44,4","32,2","0,4","71,1",
20/08/2014 10.00,"50,9","32,1","0,3","79,3","31,7"
20/08/2014 11.00,"68,7","40,8","0,3","80,1",
20/08/2014 12.00,"63,7","42,8","0,3","82,4","15,6"
20/08/2014 13.00,"76,1","48,6","0,3","74,0",
20/08/2014 14.00,"28,6","21,6","0,2","93,8","7,8"
20/08/2014 15.00,"29,0","20,4","0,2","92,2",
20/08/2014 16.00,"40,7","29,3","0,2","84,7","3,9"
20/08/2014 17.00,"51,5","37,5","0,2","73,8",
20/08/2014 18.00,"59,8","40,8","0,3","73,8","2,0"
20/08/2014 19.00,"52,7","37,1","0,3","69,1",
20/08/2014 20.00,"35,1","28,0","0,2","56,6","13,7"
20/08/2014 21.00,"34,4","27,3","0,2","48,9",
20/08/2014 22.00,"14,9","14,0","0,2","65,8","33,7"
20/08/2014 23.00,"11,1","9,6","0,2","72,0",
21/08/2014 0.00,"5,1","4,9","0,2","68,4","48,3"
21/08/2014 1.00,"4,4","4,0","0,1","67,2",
21/08/2014 2.00,"2,3","2,0","0,1","69,2","51,3"
21/08/2014 3.00,"2,3","2,2","0,1","68,6",
21/08/2014 4.00,"8,4","6,0","0,1","67,3","57,6"
21/08/2014 5.00,"14,4","9,9","0,1","70,8",
21/08/2014 6.00,"12,6","9,4","0,1","67,1","57,6"
21/08/2014 7.00,"11,2","8,7","0,1","67,0",
21/08/2014 8.00,"15,8","11,6","0,1","67,7","50,8"
21/08/2014 9.00,"32,1","21,2","0,1","62,5",
21/08/2014 10.00,"23,6","16,8","0,2","73,0","26,4"
21/08/2014 11.00,"40,6","27,4","0,2","76,8",
21/08/2014 12.00,"49,5","30,9","0,1","75,4","13,2"
21/08/2014 13.00,"44,6","28,9","0,2","77,9",
21/08/2014 14.00,"25,3","20,0","0,2","98,9","6,8"
21/08/2014 15.00,"22,3","17,4","0,2","97,9",
21/08/2014 16.00,"58,8","33,3","0,1","81,2","3,4"
21/08/2014 17.00,"30,9","25,9","0,2","87,7",
21/08/2014 18.00,"38,9","29,7","0,2","81,7","3,4"
21/08/2014 19.00,"41,8","30,5","0,2","75,1",
21/08/2014 20.00,"55,8","40,3","0,2","65,3","19,0"
21/08/2014 21.00,"18,2","15,4","0,1","76,7",
21/08/2014 22.00,"7,0","6,6",,"79,1","33,2"
21/08/2014 23.00,"7,5","6,8","0,1","66,8",
22/08/2014 0.00,"8,3","7,5","0,1","57,3","52,2"
22/08/2014 1.00,"5,1","4,9","0,1","62,2",
22/08/2014 2.00,"5,4","5,3","0,1","51,0","80,1"
22/08/2014 3.00,"5,4","5,4",,"46,5",
22/08/2014 4.00,"8,4","7,9","0,2",,"65,4"
22/08/2014 5.00,"156,5","50,0","0,2","11,8",
22/08/2014 6.00,"178,8","56,5","0,2","2,2","34,2"
22/08/2014 7.00,"64,0","39,6","0,3","16,9",
22/08/2014 8.00,"35,8","26,0","0,2","46,4","21,5"
22/08/2014 9.00,"34,7","25,8","0,2","65,3",
22/08/2014 10.00,"49,2","34,6","0,2","71,6","27,3"
22/08/2014 11.00,"47,4","32,7","0,2","81,4",
22/08/2014 12.00,"61,0","41,4","0,2","82,6","22,0"
22/08/2014 13.00,"53,0","36,3","0,2","84,8",
22/08/2014 14.00,"34,7","24,8","0,1","80,2","14,2"
22/08/2014 15.00,"33,8","24,3",,"85,2",
22/08/2014 16.00,"45,2","32,8","0,2","75,6","41,5"
22/08/2014 17.00,"47,7","35,6","0,2","74,7",
22/08/2014 18.00,"54,4","37,4","0,2","65,5","22,0"
22/08/2014 19.00,"69,7","48,3","0,3","52,6",
22/08/2014 20.00,"61,5","43,2","0,2","42,5","12,2"
22/08/2014 21.00,"43,4","30,7","0,1","39,5",
22/08/2014 22.00,"32,9","28,3","0,1","30,0","15,6"
22/08/2014 23.00,"25,8","22,8","0,1","35,4",
23/08/2014 0.00,"28,7","23,9","0,1","25,0","18,6"
23/08/2014 1.00,"58,3","33,6","0,2","10,2",
23/08/2014 2.00,"15,3","13,7","0,2","28,7","18,1"
23/08/2014 3.00,"9,8","8,8","0,1","34,4",
23/08/2014 4.00,"13,1","11,7","0,1","25,2","17,1"
23/08/2014 5.00,"17,0","13,5","0,2","30,7",
23/08/2014 6.00,"25,5","18,4","0,2","38,5","18,1"
23/08/2014 7.00,"33,6","26,1","0,2","40,2",
23/08/2014 8.00,"40,6","30,8","0,1","53,8","19,0"
23/08/2014 9.00,"43,2","32,9","0,2","72,3",
23/08/2014 10.00,"35,2","24,3","0,2","84,2","16,6"
23/08/2014 11.00,"33,1","23,4","0,1","95,2",
23/08/2014 12.00,"47,6","33,8","0,3","98,0","11,7"
23/08/2014 13.00,"61,6","41,4","0,2","92,8",
23/08/2014 14.00,"33,5","25,4","0,2","96,3","6,8"
23/08/2014 15.00,"15,2","12,4","0,1","110,3",
23/08/2014 16.00,"12,0","11,2","0,1","107,5","5,9"
23/08/2014 17.00,"8,0","6,4",,"96,4",
23/08/2014 18.00,"17,6","12,7",,"77,9","2,9"
23/08/2014 19.00,"22,7","16,5","0,1","73,1",
23/08/2014 20.00,"18,3","13,5","0,1","79,2","2,4"
23/08/2014 21.00,"15,7","12,0","0,1","68,2",
23/08/2014 22.00,"10,1","8,7",,"63,8","12,2"
23/08/2014 23.00,"14,5","12,8","0,1","48,8",
24/08/2014 0.00,"16,8","15,4","0,1","50,5","20,0"
24/08/2014 1.00,"18,8","16,7","0,1","49,9",
24/08/2014 2.00,"13,6","13,5","0,1","55,4","14,2"
24/08/2014 3.00,"7,0","6,6",,"61,2",
24/08/2014 4.00,"6,9","6,5","0,3",,"13,2"
24/08/2014 5.00,"4,8","4,8","0,4","65,0",
24/08/2014 6.00,"6,9","6,4","0,3","63,8","7,3"
24/08/2014 7.00,"7,4","7,2","0,4","65,5",
24/08/2014 8.00,"11,3","9,5","0,4","71,2","11,2"
24/08/2014 9.00,"12,2","9,7","0,3","79,0",
24/08/2014 10.00,"14,6","11,6","0,3","82,5","13,7"
24/08/2014 11.00,"15,6","12,1","0,3","85,3",
24/08/2014 12.00,"26,9","18,4","0,3","83,3","8,3"
24/08/2014 13.00,"20,5","14,8","0,2","89,6",
24/08/2014 14.00,"6,3","5,3","0,2","95,8","4,4"
24/08/2014 15.00,"7,0","5,6","0,3","97,0",
24/08/2014 16.00,"8,3","6,8","0,3","98,1","2,4"
24/08/2014 17.00,"15,7","12,5","0,4","95,6",
24/08/2014 18.00,"28,9","20,3","0,4","84,5","2,4"
24/08/2014 19.00,"33,7","25,8","0,4","73,4",
24/08/2014 20.00,"46,3","34,7","0,4","65,1","2,4"
24/08/2014 21.00,"25,8","22,1","0,4","72,9",
24/08/2014 22.00,"21,6","18,3","0,3","74,6","2,9"
24/08/2014 23.00,"30,7","25,0","0,4","65,0",
25/08/2014 0.00,"18,2","16,3","0,3","73,0","5,4"
25/08/2014 1.00,"21,8","18,6","0,3","66,6",
25/08/2014 2.00,"13,2","11,9","0,4","62,0","8,8"
25/08/2014 3.00,"10,1","8,8","0,3","49,0",
25/08/2014 4.00,"5,0","4,8","0,3","64,4","14,2"
25/08/2014 5.00,"15,0","11,1","0,3","68,3",
25/08/2014 6.00,"18,3","15,4","0,4","62,6","7,8"
25/08/2014 7.00,"70,0","44,8","0,6","37,7",
25/08/2014 8.00,"73,7","41,1","0,5","46,5","5,9"
25/08/2014 9.00,"51,0","33,8","0,4","55,4",
25/08/2014 10.00,"64,7","37,3","0,2","52,4","5,4"
25/08/2014 11.00,"68,3","40,5","0,4","58,0",
25/08/2014 12.00,"63,3","38,7","0,5","71,4","3,4"
25/08/2014 13.00,"53,3","34,0","0,4","77,3",
25/08/2014 14.00,"26,2","18,3","0,3","86,3","7,8"
25/08/2014 15.00,"26,3","18,2","0,3","87,2",
25/08/2014 16.00,"39,4","26,1","0,4","79,0","5,4"
25/08/2014 17.00,"43,3","27,8","0,4","73,9",
25/08/2014 18.00,"62,2","39,8","0,5","64,0","3,9"
25/08/2014 19.00,"83,2","54,8","0,6","53,5",
25/08/2014 20.00,"96,1","60,4","0,6","46,4","3,4"
25/08/2014 21.00,"53,1","39,5","0,4","64,2",
25/08/2014 22.00,"29,8","25,9","0,5","63,5","12,2"
25/08/2014 23.00,"16,6","16,2","0,3","61,6",
26/08/2014 0.00,"14,4","13,9","0,3","55,7","6,8"
26/08/2014 1.00,"17,1","16,5","0,4","50,7",
26/08/2014 2.00,"10,6","10,1","0,4","56,7","11,7"
26/08/2014 3.00,"11,4","11,2",,"41,3",
26/08/2014 4.00,"43,0","25,3","0,2",,"6,8"
26/08/2014 5.00,"139,6","51,7","0,2","11,7",
26/08/2014 6.00,"282,0","84,1","0,3","3,7","5,4"
26/08/2014 7.00,"177,6","80,4","0,4","6,6",
26/08/2014 8.00,"65,2","46,5","0,2","53,6","5,4"
26/08/2014 9.00,"42,8","32,9","0,2","79,4",
26/08/2014 10.00,"42,5","28,6","0,2","90,5","14,2"
26/08/2014 11.00,"28,4","20,6","0,2","102,4",
26/08/2014 12.00,"51,3","36,2","0,4","94,2","8,3"
26/08/2014 13.00,"34,6","24,8","0,2","107,0",
26/08/2014 14.00,"16,1","12,6","0,1","113,7","5,9"
26/08/2014 15.00,"21,6","16,1","0,2","112,3",
26/08/2014 16.00,"45,8","32,7","0,3","95,8","5,4"
26/08/2014 17.00,"32,2","25,4","0,3","98,6",
26/08/2014 18.00,"49,4","38,0","0,4",,"3,9"
26/08/2014 19.00,"38,9","29,1","0,2","81,6",
26/08/2014 20.00,"29,5","24,2","0,3","83,8","2,9"
26/08/2014 21.00,"26,6","23,7","0,3","77,5",
26/08/2014 22.00,"42,4","40,1","0,8","51,4","2,9"
26/08/2014 23.00,"57,0","52,8","0,9","37,9",
27/08/2014 0.00,"125,4","90,0","2,6","2,8","10,7"
27/08/2014 1.00,"103,5","80,4","2,0","16,9",
27/08/2014 2.00,"12,5","11,7","0,3","77,7","13,2"
27/08/2014 3.00,"19,6","19,0","0,2","66,0",
27/08/2014 4.00,"11,9","11,5","0,2","69,2","10,7"
27/08/2014 5.00,"29,6","22,6","0,4","65,0",
27/08/2014 6.00,"23,0","18,5","0,3","68,8","14,2"
27/08/2014 7.00,"33,2","25,5","0,3","57,3",
27/08/2014 8.00,"94,0","57,3","0,4","38,9","8,3"
27/08/2014 9.00,"48,2","34,3","0,3","80,6",
27/08/2014 10.00,"51,9","36,3","0,3","82,0","4,9"
27/08/2014 11.00,"45,0","32,6","0,3","88,5",
27/08/2014 12.00,"80,4","44,6","0,3","88,2","5,4"
27/08/2014 13.00,"25,6","19,1","0,2","107,9",
27/08/2014 14.00,"22,3","18,3","0,4","110,3","3,4"
27/08/2014 15.00,"23,9","19,4","0,3","113,5",
27/08/2014 16.00,"47,1","34,9","0,5","98,0","6,3"
27/08/2014 17.00,"37,2","28,6","0,4","102,6",
27/08/2014 18.00,"71,8","48,7","0,3","80,4","6,8"
27/08/2014 19.00,"145,1","95,8","0,3","52,5",
27/08/2014 20.00,"90,7","68,6","0,1","67,0","4,4"
27/08/2014 21.00,"53,8","47,4","0,1","61,4",
27/08/2014 22.00,"52,7","47,7","0,2","54,2","3,4"
27/08/2014 23.00,"37,8","36,0","0,3","62,1",
28/08/2014 0.00,"44,3","38,9","0,3","54,8","8,8"
28/08/2014 1.00,"25,7","23,8","0,2","77,9",
28/08/2014 2.00,"9,6","9,2","0,3","94,8","17,1"
28/08/2014 3.00,"9,2","8,9",,"92,9",
28/08/2014 4.00,"11,3","10,8","0,4",,"9,8"
28/08/2014 5.00,"9,3","8,9","0,3","90,8",
28/08/2014 6.00,"30,6","24,6","0,4","70,8","12,2"
28/08/2014 7.00,"40,9","30,5","0,6","60,4",
28/08/2014 8.00,"50,8","35,0","0,6","57,3","14,6"
28/08/2014 9.00,"55,8","37,3","0,5","62,7",
28/08/2014 10.00,"62,9","39,9","0,5","70,3","14,2"
28/08/2014 11.00,"70,4","41,0","0,5","73,8",
28/08/2014 12.00,"62,0","37,8","0,5","74,5","13,7"
28/08/2014 13.00,"51,1","32,2","0,5","77,7",
28/08/2014 14.00,"31,3","20,7","0,4","82,2","7,8"
28/08/2014 15.00,"35,1","22,5","0,4","77,9",
28/08/2014 16.00,"41,6","27,4","0,5","74,0","4,4"
28/08/2014 17.00,"47,5","29,8","0,5","68,0",
28/08/2014 18.00,"65,4","41,1","0,6","58,5","3,4"
28/08/2014 19.00,"75,5","47,6","0,6","47,2",
28/08/2014 20.00,"69,9","48,3","0,5","45,3","8,3"
28/08/2014 21.00,"40,0","31,5","0,4","56,7",
28/08/2014 22.00,"17,5","15,4","0,4","67,8","9,3"
28/08/2014 23.00,"15,4","13,6","0,3","67,0",
29/08/2014 0.00,"13,6","12,6","0,4","65,8","9,8"
29/08/2014 1.00,"10,2","9,4","0,4","67,4",
29/08/2014 2.00,"4,8","4,4","0,4","70,6","9,8"
29/08/2014 3.00,"2,5","2,4","0,3","74,8",
29/08/2014 4.00,"1,8","1,7","0,3","76,9","11,7"
29/08/2014 5.00,"10,4","8,5","0,4","69,4",
29/08/2014 6.00,"20,4","16,5","0,3","63,1","6,8"
29/08/2014 7.00,"52,5","36,1","0,5","50,0",
29/08/2014 8.00,"35,3","23,7","0,5","61,6","4,4"
29/08/2014 9.00,"42,7","26,9","0,6","64,9",
29/08/2014 10.00,"48,3","29,7","0,6","68,0","12,2"
29/08/2014 11.00,"45,8","29,1","0,5","71,4",
29/08/2014 12.00,"61,4","36,4","0,5","70,5","7,3"
29/08/2014 13.00,"42,6","27,5","0,5","76,6",
29/08/2014 14.00,"21,8","15,8","0,4","86,4","4,4"
29/08/2014 15.00,"22,1","16,0","0,4","84,5",
29/08/2014 16.00,"37,1","25,4","0,4","82,4","3,4"
29/08/2014 17.00,"50,2","33,8","0,5","77,9",
29/08/2014 18.00,"60,5","41,2","0,5","68,9","2,4"
29/08/2014 19.00,"80,8","54,9","0,6","52,8",
29/08/2014 20.00,"96,7","62,8","0,7","43,7","5,4"
29/08/2014 21.00,"50,7","39,1","0,5","56,0",
29/08/2014 22.00,"25,4","22,1","0,5","65,3","6,8"
29/08/2014 23.00,"14,7","14,0","0,4","71,0",
30/08/2014 0.00,"11,4","11,1","0,4","75,3","13,7"
30/08/2014 1.00,"13,3","12,6","0,4","67,0",
30/08/2014 2.00,"9,6","8,9","0,4","67,1","12,2"
30/08/2014 3.00,"8,0","7,7",,"68,4",
30/08/2014 4.00,"6,7","6,6","0,3",,"8,8"
30/08/2014 5.00,"14,9","14,1","0,4","63,6",
30/08/2014 6.00,"45,5","34,9","0,4","43,2","8,8"
30/08/2014 7.00,"39,5","33,0","0,5","42,9",
30/08/2014 8.00,"31,5","26,0","0,2","53,1","7,3"
30/08/2014 9.00,"57,5","40,1","0,5","54,0",
30/08/2014 10.00,"52,0","35,2","0,4","65,8","7,3"
30/08/2014 11.00,"51,4","34,8","0,4","75,6",
30/08/2014 12.00,"55,5","37,4","0,3","84,3","6,8"
30/08/2014 13.00,"39,2","28,4","0,2","95,7",
30/08/2014 14.00,"14,3","11,7","0,2","101,5","4,4"
30/08/2014 15.00,"20,4","15,7","0,2","88,0",
30/08/2014 16.00,"26,4","20,6","0,2","90,3","4,4"
30/08/2014 17.00,"26,6","21,5","0,3","92,9",
30/08/2014 18.00,"59,5","43,5","0,4","64,5","3,4"
30/08/2014 19.00,"77,9","55,8","0,4","54,7",
30/08/2014 20.00,"65,5","44,9","0,5","43,3","8,8"
30/08/2014 21.00,"38,2","33,0","0,4","54,1",
30/08/2014 22.00,"34,1","29,1","0,3","58,1","8,3"
30/08/2014 23.00,"35,8","33,0","0,3","36,3",
31/08/2014 0.00,"44,0","40,2","0,4","25,7","15,6"
31/08/2014 1.00,"56,6","49,4","0,5","17,1",
31/08/2014 2.00,"42,2","38,5","0,4","18,6","12,2"
31/08/2014 3.00,"36,2","28,2","0,3","23,1",
31/08/2014 4.00,"29,2","25,0","0,3","22,6","8,8"
31/08/2014 5.00,"27,4","24,4","0,3","14,6",
31/08/2014 6.00,"32,3","23,9","0,3","14,3","8,3"
31/08/2014 7.00,"42,3","28,9","0,5","26,1",
31/08/2014 8.00,"28,9","18,9","0,3","62,4","10,7"
31/08/2014 9.00,"13,5","11,7","0,3","92,7",
31/08/2014 10.00,"33,2","26,2","0,4","76,9","17,1"
31/08/2014 11.00,"34,6","26,8","0,5","84,6",
31/08/2014 12.00,"24,5","19,6","0,4","97,7","11,2"
31/08/2014 13.00,,,,,
31/08/2014 14.00,,,,,
31/08/2014 15.00,,,,,
31/08/2014 16.00,,,,,
31/08/2014 17.00,,,,,
31/08/2014 18.00,,,,,
31/08/2014 19.00,,,,,
31/08/2014 20.00,,,,,
31/08/2014 21.00,,,,,
31/08/2014 22.00,,,,,
31/08/2014 23.00,,,,,
01/09/2014 0.00,,,,,
01/09/2014 1.00,,,,,
01/09/2014 2.00,,,,,
01/09/2014 3.00,,,,,
01/09/2014 4.00,,,,,
01/09/2014 5.00,,,,,
