"NetC","","","","","","",""
"Stat","SS7 Wind","","","","","",""
,SO2,NO2,NOX,CO,PM10,BENZENE
05/08/2012 10.00,,"21,498585","15,529066","0,460993","44,444431","2,06544"
05/08/2012 11.00,,"7,745052","5,784016","0,219425",,"0,074493"
05/08/2012 12.00,,"13,203903","8,89478","0,228863","29,05983","0,093969"
05/08/2012 13.00,,"9,854094","6,71772","0,208792",,"0,65503"
05/08/2012 14.00,,"7,401765","5,318688","0,203068","22,22221","0,059088"
05/08/2012 15.00,,"13,398582","8,558674","0,216849",,"0,695082"
05/08/2012 16.00,,"17,164999","10,669594","0,229512","13,43101","0,78619"
05/08/2012 17.00,,"13,169502","8,570544","0,256828",,"0,377526"
05/08/2012 18.00,,"12,054626","7,832535","0,236757","16,11721","0,062279"
05/08/2012 19.00,,"22,499249","13,274331","0,216524",,"0,070642"
05/08/2012 20.00,,"21,152054","12,024531","0,203231","19,0476","0,538614"
05/08/2012 21.00,,"9,210349","5,302072","0,284226",,"0,078234"
05/08/2012 22.00,,"7,945572","4,628162","0,152271","30,76923","0,062279"
05/08/2012 23.00,,"4,295956","2,733621","0,142853",,"1,322274"
06/08/2012 0.00,,"9,587381","7,62124","0,144823","33,455421","0,079224"
06/08/2012 1.00,,"9,2402","5,215924","0,23491",,"0,06261"
06/08/2012 2.00,,"17,308423","9,612441","0,440495","29,30402","0,247466"
06/08/2012 3.00,,"12,114986","6,884586","0,369241",,"0,488329"
06/08/2012 4.00,,"8,704827","5,281722","0,278322","28,571421","0,187828"
06/08/2012 5.00,,"13,3564","13,243812","0,228477",,"0,073943"
06/08/2012 6.00,,"9,37453","6,853723","0,191824","40,04884","0,138643"
06/08/2012 7.00,,"12,795715","8,90326","0,252974",,"0,180675"
06/08/2012 8.00,,"15,039086","10,982296","0,307484","37,606831","0,079224"
06/08/2012 9.00,,"27,309172","19,235369","0,342452",,"1,329646"
06/08/2012 10.00,,"31,345767","24,881888","0,541187","41,26984","2,325163"
06/08/2012 11.00,,"24,107968","16,729688","0,347262",,"0,85221"
06/08/2012 12.00,,"16,081283","10,951777","0,200166","29,05983","0,329441"
06/08/2012 13.00,,"14,913841","11,174261","0,202337",,"0,041923"
06/08/2012 14.00,,"12,209076","9,163056","0,194646","26,12941","0,056448"
06/08/2012 15.00,,"14,336944","9,653479","0,130698",,"0,067341"
06/08/2012 16.00,,"13,343419","9,040618","0,149816","19,78022","1,316222"
06/08/2012 17.00,"0,420712","19,505058","12,44814","0,247311",,"0,079114"
06/08/2012 18.00,"0,842325","26,317589","16,584862","0,224175","21,73382","0,039722"
06/08/2012 19.00,"1,125809","26,252696","15,600966","0,20116",,"0,079224"
06/08/2012 20.00,"0,686138","26,478523","14,760527","0,179242","33,699631","0,079224"
06/08/2012 21.00,"0,653637","10,641901","6,138776","0,138308",,"0,079224"
06/08/2012 22.00,"0,650026","11,242162","6,493196","0,187522","37,118431","0,079224"
06/08/2012 23.00,"0,74753","12,285651","7,252573","0,220278",,"0,079224"
07/08/2012 0.00,"1,046361","11,626983","6,657687","0,268335","41,26984","0,079224"
07/08/2012 1.00,"0,729474","7,114286","4,218797","0,127308",,"0,059418"
07/08/2012 2.00,"0,650026",,,"0,133032","32,96703","0,079224"
07/08/2012 3.00,"0,928093","22,595289","13,949265",,,"1,3752"
07/08/2012 4.00,"1,226021","56,159568","35,350165","0,256259","39,804642","1,437259"
07/08/2012 5.00,"0,789059","55,97332","40,970374","0,272054",,"0,075043"
07/08/2012 6.00,"0,650026","43,409263","27,144223","0,223326","54,21244","0,088026"
07/08/2012 7.00,"0,692458","35,132733","23,063806","0,23385",,"0,078674"
07/08/2012 8.00,"0,36925","30,32346","20,654762","0,305699","61,29425","0,113334"
07/08/2012 9.00,"0,634678","25,327307","16,67169","0,231855",,"0,06756"
07/08/2012 10.00,"0,650026","29,30075","19,302539","0,180867","53,479851","0,035211"
07/08/2012 11.00,"0,706","27,701762","18,176193","0,183024",,"0,049735"
07/08/2012 12.00,"11,212943","41,935531","26,237304","0,507084","55,189251","0,281135"
07/08/2012 13.00,"6,170732","32,507135","20,671377","0,313272",,"0,285207"
07/08/2012 14.00,"7,45363","28,03013","17,495171","0,399127","50,793652","0,178255"
07/08/2012 15.00,,"27,949023","17,258775","0,434297",,"0,059418"
07/08/2012 16.00,,"26,802989","16,386457","0,372115","47,37484","0,079224"
07/08/2012 17.00,"0,836006","20,615394","12,246006","0,295746",,"0,0998"
07/08/2012 18.00,"0,818852","35,505878","20,380046","0,263465","44,444431","0,079224"
07/08/2012 19.00,"1,514921","31,261831","17,647786","0,322472",,"0,09903"
07/08/2012 20.00,"1,454433","21,518068","11,868854","0,273702","48,59584","0,059418"
07/08/2012 21.00,"1,000317","10,716521","6,089259","0,221575",,"0,079224"
07/08/2012 22.00,"0,10292","7,159711","4,29036","0,12988","56,654442","1,384773"
07/08/2012 23.00,,"6,083775","3,668004","0,122023",,"0,079224"
08/08/2012 0.00,,"12,444647","7,262747","0,113923","51,037842","0,079224"
08/08/2012 1.00,,"4,933862","3,10873","0,118461",,"0,079224"
08/08/2012 2.00,,"25,267596","14,220587","0,15292","38,09523","0,079224"
08/08/2012 3.00,,"5,680787","3,494692","0,102035",,"0,079224"
08/08/2012 4.00,,"17,761376","10,162217","0,111052","37,606831","0,079224"
08/08/2012 5.00,"0,010834","35,732355","25,307691","0,111907",,"0,059418"
08/08/2012 6.00,"0,344875","52,183527","43,891563","0,128862","44,444431","0,09903"
08/08/2012 7.00,"0,975039","63,155099","67,071371","0,226135",,"0,042693"
08/08/2012 8.00,,"37,993906","27,107933","0,185529","57,631241","0,069982"
08/08/2012 9.00,,"23,808797","16,727308","0,112436",,"0,063709"
08/08/2012 10.00,"0,554328","13,371971","8,939888","0,118685","50,793652","0,068661"
08/08/2012 11.00,"0,849548","16,358371","10,921927","0,152656",,"0,059088"
08/08/2012 12.00,"0,674402","10,841768","7,710777","0,140811","56,898651","0,094079"
08/08/2012 13.00,"0,650026","7,898848","5,724323","0,185793",,"0,082416"
08/08/2012 14.00,"0,637386","5,190839","3,905415","0,198351","42,246632","0,076693"
08/08/2012 15.00,"0,650026","2,033118","1,708682","0,171912",,"0,09903"
08/08/2012 16.00,"0,557036","2,193404","1,642886","0,133707","35,89743","0,059418"
08/08/2012 17.00,"0,450504","1,867638","1,36274","0,112376",,"0,078784"
08/08/2012 18.00,"0,264525","2,625595","1,951859","0,090129","27,59462","0,042473"
08/08/2012 19.00,"0,661763","4,879999","3,552689","0,103992",,"0,09848"
08/08/2012 20.00,"0,54891","4,157734","2,847239","0,083518","30,52503","0,079224"
08/08/2012 21.00,"0,595857","8,392689","4,995471","0,070564",,"0,079224"
08/08/2012 22.00,"0,650929","2,724883","1,926762","0,088175","26,12941","0,079224"
08/08/2012 23.00,"0,348486","20,231866","11,242429","0,187381",,"0,079224"
09/08/2012 0.00,"0,001805","20,731548","11,403875","0,112985","21,73382","0,079224"
09/08/2012 1.00,,"15,681539","8,684162","0,101424",,"0,079224"
09/08/2012 2.00,"1,104142",,,"0,098799","18,31501","0,112234"
09/08/2012 3.00,"0,336749","15,635459","8,947011",,,"0,085827"
09/08/2012 4.00,"0,553425","14,769134","8,538325","0,18419","24,42001","0,062829"
09/08/2012 5.00,"0,548008","48,957027","37,683931","0,246977",,"0,115425"
09/08/2012 6.00,"0,848645","66,186915","50,672703","0,298853","28,571421","0,112014"
09/08/2012 7.00,"0,650026","53,641695","39,664287","0,243484",,"0,085276"
09/08/2012 8.00,"0,465852","27,125505","18,660172","0,282915","32,96703","0,090558"
09/08/2012 9.00,"0,581412","17,73866","11,923124","0,211037",,"0,078124"
09/08/2012 10.00,"0,876632","4,508808","2,926941","0,109207","30,036631","0,052486"
09/08/2012 11.00,"3,028037","5,774232","4,12044","0,137034",,"0,061069"
09/08/2012 12.00,"3,1445","4,89168","3,478414","0,152562","23,19902","0,058318"
09/08/2012 13.00,"2,257034","3,740466","2,707845","0,184865",,"0,053697"
09/08/2012 14.00,"2,697608","3,182382","2,452457","0,219047","27,59462","0,06327"
09/08/2012 15.00,"1,784862","3,122032","2,238109","0,227157",,"0,078674"
09/08/2012 16.00,"3,333188","2,55551","1,823996","0,21451","36,141621","0,077464"
09/08/2012 17.00,"4,353368","2,803403","2,224543","0,232184",,"0,079114"
09/08/2012 18.00,"3,771955","3,107755","2,159424","0,249265","31,746031","0,079224"
09/08/2012 19.00,"3,764733","3,45234","2,497905","0,238947",,"0,059199"
09/08/2012 20.00,"2,260645","3,136307","2,127544","0,15765","30,036631","0,059418"
09/08/2012 21.00,"0,775517","3,756692","2,379199","0,14057",,"0,059418"
09/08/2012 22.00,"0,650026","3,986415","2,623732","0,13352","24,908421","1,384773"
09/08/2012 23.00,"0,707806","5,918298","3,647654","0,143552",,"0,079224"
10/08/2012 0.00,"0,650026","6,994232","4,313761","0,159244","21,001221","0,128739"
10/08/2012 1.00,"0,648221","6,759966","4,021406","0,134869",,"0,088687"
10/08/2012 2.00,"0,483006","9,677584","5,902382","0,15624","19,53602","0,079224"
10/08/2012 3.00,"0,315985","15,170169","9,545966","0,100503",,"0,079224"
10/08/2012 4.00,"0,172437","23,884723","15,009471","0,130252","20,757021","0,079224"
10/08/2012 5.00,,"30,856906","18,61167","0,188563",,"0,138643"
10/08/2012 6.00,"0,068614","22,024882","14,150719","0,160633","23,68742","0,062829"
10/08/2012 7.00,"0,593149","43,436527","33,446827","0,200801",,"1,384773"
10/08/2012 8.00,"0,631067","19,457027","13,666743","0,239436","30,036631","0,053037"
10/08/2012 9.00,"0,706","5,828095","3,915589","0,207707",,"0,078124"
10/08/2012 10.00,"1,00754","6,915711","4,732622","0,189523","30,28083","0,079224"
10/08/2012 11.00,"1,34429","3,785892","2,621698","0,188501",,"0,079224"
10/08/2012 12.00,"3,381038","3,627553","2,384287","0,194815","35,653221","0,079224"
10/08/2012 13.00,"2,985605","2,853371","2,338162","0,183659",,"0,079224"
10/08/2012 14.00,"2,586561","2,549021","2,099732","0,169091","37,118431","0,077574"
10/08/2012 15.00,"2,808653","2,044148","1,631693","0,149825",,"0,076254"
10/08/2012 16.00,"1,335261","1,796905","1,547582","0,15953","31,25762","0,046104"
10/08/2012 17.00,"1,300051","1,540575","1,697491","0,17136",,"0,059418"
10/08/2012 18.00,"1,179977","1,833893","1,488568","0,190463","17,094","0,079224"
10/08/2012 19.00,"1,111363","1,846873","1,453634","0,101933",,"0,079224"
10/08/2012 20.00,"0,650026","2,365371","1,724622","0,124286","23,19902","0,079224"
10/08/2012 21.00,"0,650026","2,655447","1,876226","0,102341",,"0,079224"
10/08/2012 22.00,"0,529952","2,205735","1,677818","0,09139","23,19902","0,079224"
10/08/2012 23.00,"0,458629","4,066233","2,633908","0,103363",,"0,063049"
11/08/2012 0.00,"0,217578","7,773605","4,752633","0,100605","17,3382","0,076033"
11/08/2012 1.00,,"12,059173","7,166426","0,19414",,"0,079224"
11/08/2012 2.00,"0,673499",,,"0,181024","16,36141","0,09903"
11/08/2012 3.00,"0,491131","7,382945","4,784514",,,"1,384773"
11/08/2012 4.00,"0,111949","11,5582","7,285471","0,071424","15,38461","0,079224"
11/08/2012 5.00,,"17,671171","10,855108","0,10087",,"0,059748"
11/08/2012 6.00,,"30,484411","18,856547","0,142789","11,72161","1,322603"
11/08/2012 7.00,"0,16341","13,31616","8,562404","0,091477",,"0,072952"
11/08/2012 8.00,"0,323208","9,754808","6,728913","0,147895","15,38461","0,079224"
11/08/2012 9.00,"0,627455","4,329701","3,070404","0,197982",,"0,079224"
11/08/2012 10.00,"0,900105","3,633393","2,435161","0,177256","20,26862","1,358254"
11/08/2012 11.00,"1,300051","3,72749","2,395139","0,16915",,"0,068001"
11/08/2012 12.00,"1,15199","3,113594","2,266938","0,16235","22,710621","0,072182"
11/08/2012 13.00,"1,254008","1,917606","1,676463","0,171968",,"0,059418"
11/08/2012 14.00,"1,28651","1,989639","1,588281","0,171294","23,19902","1,321943"
11/08/2012 15.00,"0,872118","1,991585","1,576071","0,177215",,"1,322603"
11/08/2012 16.00,"1,026499","2,022085","1,652043","0,175132","25,39682","0,077904"
11/08/2012 17.00,"1,168241","2,032467","1,55267","0,204291",,"1,322603"
11/08/2012 18.00,"2,532393","2,126563","1,621179","0,17207","25,39682","0,079224"
11/08/2012 19.00,"2,196546","2,892957","2,012569","0,12041",,"0,079224"
11/08/2012 20.00,"1,300051","2,713851","1,906752","0,179318","26,37361","0,079224"
11/08/2012 21.00,"0,944343","11,342751","6,551871","0,129435",,"0,13105"
11/08/2012 22.00,"0,650026","4,517243","2,849274","0,107648","24,42001","0,106622"
11/08/2012 23.00,"0,471269","16,320737","9,228853","0,085208",,"0,079224"
12/08/2012 0.00,"0,587731","13,907346","8,236812","0,116081","24,42001","0,061619"
12/08/2012 1.00,"0,435156","15,485559","8,795407","0,138399",,"0,096389"
12/08/2012 2.00,"0,009931","13,090985","7,682287","0,111835","22,710621","0,081865"
12/08/2012 3.00,"0,147159","11,047483","6,486074","0,112548",,"0,079224"
12/08/2012 4.00,"0,283484","12,633486","8,124212","0,115488","18,55921","0,079114"
12/08/2012 5.00,"0,186883","8,054594","5,01616","0,099052",,"0,079224"
12/08/2012 6.00,"0,51009","8,342073","5,261371","0,086026","17,3382","0,059859"
12/08/2012 7.00,"0,649123","8,042914","5,12028","0,109975",,"0,078894"
12/08/2012 8.00,"0,665373","2,645713","1,871139","0,115264","19,53602","0,079224"
12/08/2012 9.00,"1,008443","2,986402","2,138058","0,196389",,"0,079224"
12/08/2012 10.00,"1,245883","2,283607","1,702238","0,218277","14,89621","0,111794"
12/08/2012 11.00,"1,789377","1,915011","1,489245","0,169456",,"0,077904"
12/08/2012 12.00,"1,777641","1,497096","1,316615","0,154265","23,19902","0,021897"
12/08/2012 13.00,"0,722251","1,088915","1,057499","0,13601",,"0,078894"
12/08/2012 14.00,"0,665373","1,458808","1,250819","0,11404","13,91941","0,078784"
12/08/2012 15.00,"0,485714","0,864383","0,921494","0,114754",,"0,061949"
12/08/2012 16.00,"0,407169","0,752766","0,848236","0,10291","11,23321","0,060959"
12/08/2012 17.00,"0,361126","0,828043","0,976778","0,134014",,"0,073503"
12/08/2012 18.00,,"1,094106","1,06021","0,147914","6,593407","0,063709"
12/08/2012 19.00,"0,193203","3,667137","2,655953","0,071344",,"0,077574"
12/08/2012 20.00,"0,636483","28,257905","15,884158","0,103876","14,89621","0,079224"
12/08/2012 21.00,"0,353903","16,786679","9,564619","0,06755",,"0,079224"
12/08/2012 22.00,"0,064099","4,902712","3,050734","0,061552","10,98901","0,072732"
12/08/2012 23.00,,"3,66","2,380895","0,06478",,"0,078784"
13/08/2012 0.00,"0,027085","8,819691","5,597477","0,079041","17,3382","0,061288"
13/08/2012 1.00,,"3,898809","2,418881","0,116775",,"0,079224"
13/08/2012 2.00,"0,694264",,,"0,107158","19,0476","0,059418"
13/08/2012 3.00,"0,553425","8,27069","4,810968",,,"0,072182"
13/08/2012 4.00,"0,446893","7,118181","4,296124","0,171266","18,55921","0,059418"
13/08/2012 5.00,"0,333139","12,341463","9,008061","0,113256",,"0,079224"
13/08/2012 6.00,"0,60669","19,867821","16,814136","0,185626","19,2918","0,079224"
13/08/2012 7.00,"0,650026","14,242843","9,364177","0,14816",,"0,059418"
13/08/2012 8.00,"0,650026","13,574443","8,272763","0,116124","26,37361","0,062389"
13/08/2012 9.00,"0,613011","13,159768","7,864756","0,100946",,"0,058208"
13/08/2012 10.00,"0,650026","35,725871","23,280186","0,270593","39,072041","0,070201"
13/08/2012 11.00,"1,275676","26,694617","18,016118","0,329689",,"0,282347"
13/08/2012 12.00,"2,23988","22,216961","15,179725","0,292327","33,943821","0,146344"
13/08/2012 13.00,"2,412318","12,951459","9,253611","0,240318",,"0,059308"
13/08/2012 14.00,"0,769197","9,18569","6,871018","0,159857","34,18803","0,079224"
13/08/2012 15.00,"0,650026","7,566594","5,821661","0,186282",,"0,061509"
13/08/2012 16.00,"0,634678","6,974116","5,36312","0,177063","21,97802","0,079224"
13/08/2012 17.00,"0,435156","7,85667","5,702957","0,14171",,"0,079224"
13/08/2012 18.00,"0,230217","13,844392","8,930053","0,099418","12,21001","0,105192"
13/08/2012 19.00,"0,323208","16,405103","9,515442","0,071888",,"0,079224"
13/08/2012 20.00,"0,592246","14,438825","8,012289","0,178743","23,19902","0,079224"
13/08/2012 21.00,"0,5778","21,171519","11,553443","0,736644",,"0,560291"
13/08/2012 22.00,"0,431545","4,76449","2,978492","0,087712","32,47863","0,219297"
13/08/2012 23.00,,"6,153211","3,704293","0,085582",,"0,079224"
14/08/2012 0.00,"0,440574","10,028657","5,72975","0,132183","21,24542","0,079224"
14/08/2012 1.00,"0,495645","10,474473","5,962751","0,077163",,"0,079224"
14/08/2012 2.00,"0,327721","9,918339","5,672093","0,132019","22,46641","0,059418"
14/08/2012 3.00,"0,05778","6,378392","3,821981","0,123907",,"0,079224"
14/08/2012 4.00,"0,189591","5,976702","3,612041","0,084209","20,757021","0,079224"
14/08/2012 5.00,"0,009028","4,587328","2,885902","0,027656",,"0,059418"
14/08/2012 6.00,"0,209453","5,590584","3,449925","0,033487","59,82906","0,079224"
14/08/2012 7.00,,"5,767743","3,846739","0,053396",,"0,079224"
14/08/2012 8.00,"0,027085","5,399148","3,551333","0,110693","31,25762","0,06261"
14/08/2012 9.00,"0,047849","3,457531","2,343588","0,159099",,"0,056337"
14/08/2012 10.00,"0,077642","11,514715","7,825073","0,246811","16,36141","0,226779"
14/08/2012 11.00,"0,391822","6,769051","4,957485","0,127402",,"0,170992"
14/08/2012 12.00,,"5,751519","4,37074","0,088449","15,38461","0,076033"
14/08/2012 13.00,,"6,650945","5,616471","0,104981",,"0,059199"
14/08/2012 14.00,"0,163187","4,413414","3,180971","0,08807","82,295471","1,383672"
14/08/2012 15.00,"0,582315","3,168756","2,388357","0,040927",,"0,079224"
14/08/2012 16.00,"0,099309","7,088329","4,663095","0,044337","63,492062","1,323704"
14/08/2012 17.00,"0,046947","5,638607","3,651723","0,044149",,"1,338889"
14/08/2012 18.00,,"10,0955","6,289702","0,0943","33,211231","0,09903"
14/08/2012 19.00,"0,052363","24,566751","14,308767","0,456607",,"0,079224"
14/08/2012 20.00,"0,021667","16,57772","9,218677","0,128065","45,17704","1,321724"
14/08/2012 21.00,,"10,911853","6,790638","0,090416",,"0,06822"
14/08/2012 22.00,,"9,043572","5,214907","0,113645","36,630032","0,077684"
14/08/2012 23.00,"0,025279","9,60036","5,505906","0,108953",,"1,302687"
15/08/2012 0.00,"0,02889","7,222658","4,373453","0,087774","39,072041","0,063049"
15/08/2012 1.00,,"6,563339","4,152323","0,077396",,"0,079224"
15/08/2012 2.00,"0,644609",,,"0,034554","20,757021","0,079224"
15/08/2012 3.00,"0,594954","8,229158","5,442483",,,"0,079224"
15/08/2012 4.00,"0,054168","12,930697","7,570026","0,511041","22,46641","0,079224"
15/08/2012 5.00,"0,360222","7,260296","4,402961","0,405645",,"0,079224"
15/08/2012 6.00,"0,175146","18,019006","14,068643","0,359957","28,08301","0,079224"
15/08/2012 7.00,,"8,480945","5,704652","0,289196",,"0,079224"
15/08/2012 8.00,,"9,14221","6,218139","0,37616","15,14041","0,077574"
15/08/2012 9.00,"0,006346","12,745101","8,898851","0,439564",,"1,321724"
15/08/2012 10.00,"0,056878","14,545895","9,875627","0,446962","8,058608","0,170442"
15/08/2012 11.00,,"8,122084","5,808434","0,304766",,"0,124338"
15/08/2012 12.00,,"6,97736","4,809613","0,316085","19,0476","0,068001"
15/08/2012 13.00,,"7,231744","5,016839","0,370091",,"0,06316"
15/08/2012 14.00,,"6,369956","4,633927","0,321643","15,62881","0,079224"
15/08/2012 15.00,"0,00632","5,663913","4,179116","0,326445",,"0,059638"
15/08/2012 16.00,,"4,988371","3,530303","0,312387","18,55921","0,079224"
15/08/2012 17.00,"0,178757","7,317404","5,048718","0,298943",,"0,079224"
15/08/2012 18.00,"0,338555","7,752839","5,238648","0,316576","22,22221","0,055126"
15/08/2012 19.00,"0,372862","14,188984","8,519671","0,258443",,"0,06492"
15/08/2012 20.00,"0,001805","17,364876","9,790161","0,217861","23,68742","0,079224"
15/08/2012 21.00,,"12,449832","6,999222","0,222705",,"0,079224"
15/08/2012 22.00,"0,021667","11,36351","6,422653","0,254826","20,757021","0,09903"
15/08/2012 23.00,"0,014445","12,564695","7,118265","0,222888",,"0,272663"
16/08/2012 0.00,,"17,189665","9,995351","0,265921","25,64102","2,502054"
16/08/2012 1.00,"0,033404","15,49334","9,071143","0,288787",,"1,955957"
16/08/2012 2.00,,"9,097435","5,243058","0,198102","22,710621","1,301807"
16/08/2012 3.00,,"7,656147","4,586444","0,174706",,"0,079224"
16/08/2012 4.00,,"12,42712","7,901384","0,228241","14,89621","0,079224"
16/08/2012 5.00,"0,009931","13,695142","9,181708","0,270907",,"0,079114"
16/08/2012 6.00,"0,145353","27,762774","23,303245","0,237457","19,53602","1,339439"
16/08/2012 7.00,"0,187785","34,79398","28,011468","0,217454",,"0,079224"
16/08/2012 8.00,,"25,034006","17,156688","0,299615","21,48962","0,078344"
16/08/2012 9.00,,"25,379888","17,943538","0,343609",,"0,079224"
16/08/2012 10.00,"0,23112","18,080649","12,068961","0,366004","25,64102","0,079224"
16/08/2012 11.00,"1,212479","17,939831","11,834607","0,364942",,"0,076583"
16/08/2012 12.00,"1,057195","13,906044","9,267856","0,326997","25,64102","0,056117"
16/08/2012 13.00,"0,667179","12,934594","8,608191","0,339666",,"1,384663"
16/08/2012 14.00,"0,771003","11,798296","7,907489","0,324871","26,617821","0,09837"
16/08/2012 15.00,"0,655442","12,549121","8,238848","0,317271",,"0,039832"
16/08/2012 16.00,"0,650929","10,465389","7,063662","0,310834","27,35042","0,079224"
16/08/2012 17.00,"0,650026","8,967647","6,029905","0,330266",,"0,079224"
16/08/2012 18.00,"0,65454","13,332383","8,159484","0,349351","28,327221","0,078564"
16/08/2012 19.00,"0,575092","18,476507","10,288382","0,282473",,"0,059418"
16/08/2012 20.00,"0,146256","16,557598","9,142027","0,28517","28,327221","0,079224"
16/08/2012 21.00,"0,650026","15,19678","8,583434","0,224646",,"0,09903"
16/08/2012 22.00,"0,630164","13,065026","7,633788","0,217821","31,990231","0,079224"
16/08/2012 23.00,"0,650026","13,495915","7,570365","0,259669",,"1,322603"
17/08/2012 0.00,"0,621136","12,75094","7,307178","0,242423","31,746031","0,079224"
17/08/2012 1.00,,"14,075415","7,844745","0,422932",,"0,118836"
17/08/2012 2.00,"1,971745",,,"0,391772","30,76923","0,138643"
17/08/2012 3.00,"0,702389","19,469379","12,05336",,,"0,079224"
17/08/2012 4.00,"0,694264","31,017189","17,89944","0,229767","31,990231","0,079224"
17/08/2012 5.00,"0,650026","18,912583","11,538522","0,209714",,"0,079224"
17/08/2012 6.00,"0,650026","6,776191","4,101448","0,186339","24,664221","0,079224"
17/08/2012 7.00,"0,650026","4,993563","3,35869","0,171659",,"0,079224"
17/08/2012 8.00,"0,619331","4,29336","2,7343","0,241475","21,73382","0,072622"
17/08/2012 9.00,"0,588635","2,868946","1,975601","0,238746",,"0,079114"
17/08/2012 10.00,"0,650026","2,728776","2,093628","0,189661","17,094","0,068331"
17/08/2012 11.00,"0,650026","2,830658","2,088879","0,15708",,"1,286843"
17/08/2012 12.00,"0,650026","2,17199","1,816874","0,133932","13,91941","0,040713"
